,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
460, Commercial,1058790791316,"Commercial, Tourist",,,,,,,,,200000.0,RIYADH,Announced
461, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Announced
462, Commercial,1058790791316,"Hotel, Commercial",,2016-03-01,2016.0,3.0,,,,,,RIYADH,Under the construction
463, Commercial,1058790791316,"Commercial, Residential",,2014-12-01,2014.0,12.0,,,,,710877.0,RIYADH,Under the construction
464, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,,MECCA,Announced
465, Commercial,1058790791316,"Hotel, Commercial, Tourist, Residential, Health",,2016-09-19,2016.0,9.0,,,,,1000000.0,JEDDAH,Announced
466, Commercial,1058790791316,"Infrastructure, Commercial, Governmental",,1976-01-01,1976.0,1.0,,,,,,JEDDAH,Complete
467, Commercial,1058790791316,"Hotel, Commercial, Charity, Residential",7000000000.0,,,,,,,,,MECCA,Announced
468, Commercial,1058790791316,"Hotel, Commercial",,2016-04-01,2016.0,4.0,2019-02-28,2019.0,2.0,1063.0,7273.0,JEDDAH,Complete
469, Commercial,1058790791316,"Commercial, Tourist, Residential",120000000.0,,,,,,,,11640.0,RIYADH,Suggested projects
470, Commercial,1058790791316,"Commercial, Residential",80000000.0,2015-05-01,2015.0,5.0,2018-06-30,2018.0,6.0,1156.0,5000.0,JEDDAH,Complete
471, Commercial,1058790791316,"Hotel, Commercial, Residential",,,,,,,,,,JEDDAH,Announced
472, Commercial,1058790791316,Commercial,,,,,,,,,2380.0,RIYADH,Under the construction
473, Commercial,1058790791316,"Commercial, Residential",,,,,,,,,11000.0,RIYADH,Under the construction
474, Commercial,1058790791316,Commercial,,,,,,,,,12000.0,RIYADH,Complete
475, Commercial,1058790791316,Commercial,,,,,,,,,12000.0,RIYADH,Complete
476, Commercial,1058790791316,Commercial,,,,,,,,,10067.0,RIYADH,Complete
477, Commercial,1058790791316,Commercial,,,,,,,,,10067.0,RIYADH,Complete
478, Commercial,1058790791316,Commercial,,,,,,,,,22000.0,HAIL,Complete
479, Commercial,1058790791316,Commercial,,,,,,,,,3733.0,RIYADH,Under the construction
480, Commercial,1058790791316,Commercial,,,,,2016-08-31,2016.0,8.0,,7365.0,RIYADH,Complete
481, Commercial,1058790791316,Commercial,,,,,2016-06-30,2016.0,6.0,,71000.0,RIYADH,Complete
482, Commercial,1058790791316,Commercial,,,,,,,,,10258.0,RIYADH,Complete
483, Commercial,1058790791316,Commercial,,,,,,,,,,RIYADH,Complete
484, Commercial,1058790791316,"Commercial, Health",400000000.0,2016-08-01,2016.0,8.0,2018-03-01,2018.0,3.0,577.0,27000.0,RIYADH,Late
485, Commercial,1058790791316,"Commercial, Tourist",,2016-04-01,2016.0,4.0,2018-03-31,2018.0,3.0,729.0,10000.0,RIYADH,Complete
486, Commercial,1058790791316,"Hotel, Commercial, Educational, Residential, Health",,2016-01-01,2016.0,1.0,,,,,250000.0,RIYADH,Under the construction
487, Commercial,1058790791316,Commercial,,,,,2016-03-01,2016.0,3.0,,4250.0,RIYADH,Complete
488, Commercial,1058790791316,"Hotel, Commercial, Tourist",,,,,2016-12-31,2016.0,12.0,,51000.0,SHAQRA,Late
489, Commercial,1058790791316,"Commercial, Tourist",,2014-04-21,2014.0,4.0,2016-12-31,2016.0,12.0,985.0,40000.0,ALMUJMAA,Complete
490, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,47600.0,ALKHOBAR,Under the construction
491, Commercial,1058790791316,"Hotel, Commercial",,,,,,,,,,ALKHOBAR,Under the construction
492, Commercial,1058790791316,"Commercial, Tourist, Residential",,2015-09-01,2015.0,9.0,,,,,,JEDDAH,Canceled
493, Commercial,1058790791316,"Hotel, Commercial, Residential",,,,,,,,,,RIYADH,Under the construction
494, Commercial,1058790791316,"Commercial, Tourist",,2014-06-28,2014.0,6.0,,,,,85000.0,RIYADH,Under the construction
495, Commercial,1058790791316,Commercial,24000000.0,2015-03-01,2015.0,3.0,2015-12-31,2015.0,12.0,305.0,,ALDHAHRAN,Late
496, Commercial,1058790791316,"Commercial, Tourist",,,,,,,,,26100.0,KING ABDULLAH CITY,Announced
497, Commercial,1058790791316,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,,,2017-12-31,2017.0,12.0,,,KING ABDULLAH CITY,Late
498, Commercial,1058790791316,"Hotel, Commercial",,,,,2017-09-01,2017.0,9.0,,4400.0,BRAIDAH,Late
499, Tourist,672120928423,"Hotel, Commercial, Tourist, Scientific",,,,,,,,,,KING ABDULLAH CITY,Suggested projects
500, Tourist,672120928423,"Tourist, Sports",,2017-12-01,2017.0,12.0,,,,,5200.0,KING ABDULLAH CITY,Under the construction
501, Tourist,672120928423,"Tourist, Scientific",,,,,,,,,208000.0,KING ABDULLAH CITY,Suggested projects
502, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,278709.0,RIYADH,Suggested projects
503, Tourist,672120928423,Tourist,,,,,,,,,19000.0,RIYADH,Announced
504, Tourist,672120928423,Tourist,,2016-01-01,2016.0,1.0,2017-11-30,2017.0,11.0,699.0,15000.0,ALJUBAIL,Complete
505, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,17000000.0,ABHA,Suggested projects
506, Tourist,672120928423,Tourist,,2013-07-01,2013.0,7.0,2020-05-31,2020.0,5.0,2526.0,800000.0,ALJUBAIL,Under the construction
507, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Charity, Residential",,,,,,,,,7541130.0,MECCA,Announced
508, Tourist,672120928423,"Tourist, Governmental",7222359.0,2018-06-27,2018.0,6.0,2020-07-31,2020.0,7.0,765.0,24000.0,BRAIDAH,Under the construction
509, Tourist,672120928423,"Commercial, Tourist",,2017-08-03,2017.0,8.0,2018-12-31,2018.0,12.0,515.0,13000.0,JEDDAH,Late
510, Tourist,672120928423,Tourist,18500000000.0,,,,,,,,7800000.0,KING ABDULLAH CITY,Under the construction
511, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,105000.0,SHARMA,Announced
512, Tourist,672120928423,Tourist,,,,,,,,,,JEDDAH,Announced
513, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Residential",,,,,,,,,3600000.0,JEDDAH,Announced
514, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Sports, Residential",,2018-04-29,2018.0,4.0,,,,,334000000.0,QIDDIYA,Under the construction
515, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,104000.0,JEDDAH,Announced
516, Tourist,672120928423,"Commercial, Tourist",,2019-05-01,2019.0,5.0,2020-12-31,2020.0,12.0,610.0,37917.0,JEDDAH,Under the construction
517, Tourist,672120928423,"Commercial, Tourist",,2017-06-01,2017.0,6.0,,,,,9700.0,JEDDAH,Under the construction
518, Tourist,672120928423,Tourist,,,,,,,,,50000.0,JEDDAH,Suggested projects
519, Tourist,672120928423,"Tourist, Governmental",35000000.0,2014-03-15,2014.0,3.0,,,,,110000.0,ALBAHA,Under the construction
520, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,180000.0,TUBARJAL,Announced
521, Tourist,672120928423,Tourist,80000000.0,,,,,,,,23426.0,ALHASSA,Announced
522, Tourist,672120928423,"Tourist, Governmental",37863000.0,2011-06-12,2011.0,6.0,2017-04-30,2017.0,4.0,2149.0,7000.0,Dumah Al Jandal,Complete
523, Tourist,672120928423,"Tourist, Governmental",30227953.0,2010-03-26,2010.0,3.0,,,,,9000.0,ALBAHA,Under the construction
524, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,344328.0,JEDDAH,Announced
525, Tourist,672120928423,"Hotel, Tourist",170000000.0,,,,,,,,120000.0,UNAYZAH,Suggested projects
526, Tourist,672120928423,"Commercial, Tourist",,2017-06-01,2017.0,6.0,,,,,8500.0,JEDDAH,Under the construction
527, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,4600.0,YANBAA,Announced
528, Tourist,672120928423,Tourist,147774605.0,2009-03-18,2009.0,3.0,2018-02-28,2018.0,2.0,3269.0,800000.0,KING ABDULLAH CITY,Complete
529, Tourist,672120928423,"Tourist, Governmental",21750000.0,,,,2015-11-08,2015.0,11.0,,75000.0,ALTAIF,Complete
530, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Governmental, Residential, Health",,,,,,,,,460000.0,MECCA,Announced
531, Tourist,672120928423,"Hotel, Commercial, Tourist",950000000.0,2014-05-18,2014.0,5.0,2020-01-01,2020.0,1.0,2054.0,332000.0,JEDDAH,Under the construction
532, Tourist,672120928423,"Tourist, Governmental, Scientific",80000000.0,,,,,,,,7615.0,AD DIRIYAH,Announced
533, Tourist,672120928423,"Hotel, Commercial, Tourist, Governmental",,,,,,,,,,RIYADH,Announced
534, Tourist,672120928423,"Hotel, Tourist",,,,,,,,,109000.0,RIYADH,Under the construction
535, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,,RIYADH,Under the construction
536, Tourist,672120928423,Tourist,,2003-07-01,2003.0,7.0,,,,,,ALKHOBAR,Under the construction
537, Tourist,672120928423,"Commercial, Tourist",,2017-04-01,2017.0,4.0,2018-12-31,2018.0,12.0,639.0,50000.0,RIYADH,Late
538, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,,,,,1840000.0,RIYADH,Stumbled
539, Tourist,672120928423,Tourist,,2000-10-01,2000.0,10.0,2004-12-31,2004.0,12.0,1552.0,,JEDDAH,Complete
540, Tourist,672120928423,"Commercial, Tourist",500000000.0,2016-11-09,2016.0,11.0,2019-04-04,2019.0,4.0,876.0,120000.0,ALTAIF,Complete
541, Tourist,672120928423,"Commercial, Tourist",,2014-11-12,2014.0,11.0,2017-04-19,2017.0,4.0,889.0,15000.0,ALTAIF,Complete
542, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,41000.0,TABUK,Complete
543, Tourist,672120928423,"Commercial, Tourist",,2016-11-01,2016.0,11.0,2019-04-30,2019.0,4.0,910.0,88143.0,ALDAMMAM,Late
544, Tourist,672120928423,"Commercial, Tourist",,2017-01-15,2017.0,1.0,,,,,20000.0,ALKHARJ,Under the construction
545, Tourist,672120928423,"Commercial, Tourist",,2016-05-01,2016.0,5.0,,,,,66000.0,Al QUWAIIYAH,Under the construction
546, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,6000.0,RIYADH,Complete
547, Tourist,672120928423,"Hotel, Tourist",,,,,,,,,,JEDDAH,Suggested projects
548, Tourist,672120928423,Tourist,43500000.0,2014-04-24,2014.0,4.0,2015-05-31,2015.0,5.0,402.0,,KING ABDULLAH CITY,Complete
549, Tourist,672120928423,Tourist,,2013-10-01,2013.0,10.0,2016-06-02,2016.0,6.0,975.0,,ARRASS,Complete
550, Tourist,672120928423,Tourist,,2017-03-11,2017.0,3.0,2018-03-31,2018.0,3.0,385.0,,KING ABDULLAH CITY,Late
551, Tourist,672120928423,"Commercial, Tourist, Residential",,,,,,,,,40000.0,RIYADH,Announced
552, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Governmental",90000000.0,,,,,,,,6000000.0,"MECCA, TAIF",Under the construction
553, Tourist,672120928423,"Hotel, Tourist, Governmental",55103493.0,2014-01-05,2014.0,1.0,,,,,,HAFAR ALBATIN,Under the construction
554, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Residential, Health",1000000000.0,,,,,,,,,JEDDAH,Stumbled
555, Tourist,672120928423,"Hotel, Tourist",,,,,,,,,,THUWAL,Suggested projects
556, Tourist,672120928423,"Tourist, Educational",,,,,,,,,,RIYADH,Stumbled
557, Tourist,672120928423,"Commercial, Tourist",,,,,2017-12-31,2017.0,12.0,,8500.0,RIYADH,Late
558, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Charity, Residential",,,,,,,,,,RIYADH,Announced
559, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,10540352.0,ALKHARJ,Announced
560, Tourist,672120928423,"Commercial, Tourist",,2017-01-01,2017.0,1.0,2017-05-31,2017.0,5.0,150.0,15353.0,RIYADH,Complete
561, Tourist,672120928423,"Commercial, Tourist",,,,,2019-09-01,2019.0,9.0,,248000.0,RIYADH,Announced
562, Tourist,672120928423,"Hotel, Commercial, Tourist",33000000000.0,,,,,,,,,RIYADH,Announced
563, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,,,,,49813.0,ALKHOBAR,Announced
564, Tourist,672120928423,"Commercial, Tourist",,2015-07-01,2015.0,7.0,2017-09-01,2017.0,9.0,793.0,4300.0,BRAIDAH,Complete
565, Tourist,672120928423,"Commercial, Tourist",,2014-07-01,2014.0,7.0,2017-04-26,2017.0,4.0,1030.0,56000.0,ALHASSA,Complete
566, Tourist,672120928423,"Hotel, Commercial, Tourist",,2016-01-01,2016.0,1.0,2018-12-31,2018.0,12.0,1095.0,180000.0,RIYADH,Late
567, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential, Health",,2016-08-01,2016.0,8.0,,,,,169684.0,JEDDAH,Under the construction
568, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,40468.5642,RIYADH,Under the construction
569, Tourist,672120928423,"Commercial, Tourist",,2017-01-01,2017.0,1.0,,,,,10600.0,RIYADH,Under the construction
570, Tourist,672120928423,"Commercial, Tourist",,2016-09-01,2016.0,9.0,,,,,4200.0,RIYADH,Under the construction
571, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Educational, Charity, Sports, Residential, Health",4000000000.0,,,,,,,,,"ASEER, KAHMIS MUSHAIT",Announced
572, Tourist,672120928423,"Tourist, Charity, Sports",,2008-05-20,2008.0,5.0,,,,,,KING ABDULLAH CITY,Under the construction
573, Tourist,672120928423,"Hotel, Tourist",,,,,,,,,,RIYADH,Announced
574, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,2000000.0,RIYADH,Announced
575, Tourist,672120928423,"Commercial, Tourist",336000000.0,,,,2018-11-01,2018.0,11.0,,67500.0,RIYADH,Late
576, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,14000.0,BRAIDAH,Suggested projects
577, Tourist,672120928423,"Commercial, Tourist",,,,,2017-12-31,2017.0,12.0,,16000.0,BRAIDAH,Late
578, Tourist,672120928423,"Hotel, Commercial, Tourist, Educational, Sports, Residential, Health",,,,,,,,,4200000.0,RIYADH,Under the construction
579, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,2000000.0,RIYADH,Announced
580, Tourist,672120928423,"Commercial, Tourist",,,,,2017-11-30,2017.0,11.0,,469612.0,MECCA,Late
581, Tourist,672120928423,"Commercial, Tourist",,2016-10-01,2016.0,10.0,2019-04-30,2019.0,4.0,941.0,140503.0,RIYADH,Late
582, Tourist,672120928423,"Commercial, Tourist",,2012-06-01,2012.0,6.0,2016-03-01,2016.0,3.0,1369.0,101672.0,JEDDAH,Complete
583, Tourist,672120928423,"Commercial, Tourist",,,,,2018-10-31,2018.0,10.0,,60000.0,RIYADH,Announced
584, Tourist,672120928423,"Commercial, Tourist",,,,,2017-10-31,2017.0,10.0,,101334.0,JEDDAH,Announced
585, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,200000.0,RIYADH,Announced
586, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential, Health",,2016-09-19,2016.0,9.0,,,,,1000000.0,JEDDAH,Announced
587, Tourist,672120928423,Tourist,,,,,,,,,,ALTAIF,Suggested projects
588, Tourist,672120928423,"Tourist, Governmental",,,,,2030-12-31,2030.0,12.0,,,AL-JUBAIL,Suggested projects
589, Tourist,672120928423,"Commercial, Tourist, Residential",120000000.0,,,,,,,,11640.0,RIYADH,Suggested projects
590, Tourist,672120928423,"Tourist, Governmental",,,,,1999-01-23,1999.0,1.0,,440000.0,RIYADH,Complete
591, Tourist,672120928423,"Tourist, Educational",,,,,,,,,1500.0,MEDINA,Complete
592, Tourist,672120928423,Tourist,,,,,2004-01-07,2004.0,1.0,,312000.0,RIYADH,Complete
593, Tourist,672120928423,"Commercial, Tourist",,2016-04-01,2016.0,4.0,2018-03-31,2018.0,3.0,729.0,10000.0,RIYADH,Complete
594, Tourist,672120928423,Tourist,,,,,,,,,,ALULA,Announced
595, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,2016-12-31,2016.0,12.0,,51000.0,SHAQRA,Late
596, Tourist,672120928423,"Commercial, Tourist",,2014-04-21,2014.0,4.0,2016-12-31,2016.0,12.0,985.0,40000.0,ALMUJMAA,Complete
597, Tourist,672120928423,"Commercial, Tourist, Residential",,2015-09-01,2015.0,9.0,,,,,,JEDDAH,Canceled
598, Tourist,672120928423,"Commercial, Tourist",,2014-06-28,2014.0,6.0,,,,,85000.0,RIYADH,Under the construction
599, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,26100.0,KING ABDULLAH CITY,Announced
600, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,,JAZAN,Suggested projects
601, Tourist,672120928423,"Hotel, Commercial, Tourist",,2014-07-01,2014.0,7.0,2018-03-22,2018.0,3.0,1360.0,13000.0,ALDAMMAM,Complete
602, Tourist,672120928423,"Commercial, Tourist",,2015-02-01,2015.0,2.0,2017-03-01,2017.0,3.0,759.0,3000.0,ALKHOBAR,Late
603, Tourist,672120928423,"Infrastructure, Tourist, Governmental",102288760.0,,,,2013-04-04,2013.0,4.0,,8000.0,"ASEER, KAHMIS MUSHAIT",Late
604, Tourist,672120928423,"Hotel, Tourist",39000000.0,,,,,,,,15000.0,RIYADH,Under the construction
605, Tourist,672120928423,"Commercial, Tourist",165000000.0,2014-02-01,2014.0,2.0,,,,,180000.0,HAFAR ALBATIN,Under the construction
606, Tourist,672120928423,"Infrastructure, Tourist",250000000.0,2013-01-02,2013.0,1.0,2017-01-02,2017.0,1.0,1461.0,1000000.0,ALHASSA,Late
607, Tourist,672120928423,"Infrastructure, Commercial, Tourist",110000000.0,2015-05-01,2015.0,5.0,,,,,117000.0,UNAYZAH,Under the construction
608, Tourist,672120928423,"Hotel, Tourist",,,,,,,,,,JEDDAH,Suggested projects
609, Tourist,672120928423,"Infrastructure, Tourist",,,,,2011-05-09,2011.0,5.0,,4000.0,ALQURAYYAT,Stumbled
610, Tourist,672120928423,"Tourist, Governmental, Sports",,2016-05-01,2016.0,5.0,2017-05-01,2017.0,5.0,365.0,250000.0,RIYADH,Late
611, Tourist,672120928423,"Commercial, Tourist",,2015-01-01,2015.0,1.0,2016-09-01,2016.0,9.0,609.0,4096.0,RIYADH,Late
612, Tourist,672120928423,"Commercial, Tourist, Educational, Governmental, Charity, Industrial",,,,,2008-12-31,2008.0,12.0,,189000.0,RIYADH,Complete
613, Tourist,672120928423,"Infrastructure, Tourist",,,,,,,,,10000.0,AD DIRIYAH,Complete
614, Tourist,672120928423,"Commercial, Tourist",,2005-01-01,2005.0,1.0,2008-10-31,2008.0,10.0,1399.0,136000.0,JEDDAH,Complete
615, Tourist,672120928423,"Infrastructure, Tourist",,2012-11-18,2012.0,11.0,2014-09-24,2014.0,9.0,675.0,2000.0,JEDDAH,Complete
616, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,250725.0,UNAYZAH,Under the construction
617, Tourist,672120928423,"Commercial, Tourist",,,,,2017-07-01,2017.0,7.0,,6000.0,RIYADH,Late
618, Tourist,672120928423,"Commercial, Tourist, Governmental, Sports",70200000.0,2015-01-01,2015.0,1.0,2016-01-26,2016.0,1.0,390.0,350000.0,JEDDAH,Complete
619, Tourist,672120928423,"Infrastructure, Tourist",160000000.0,2012-04-28,2012.0,4.0,,,,,,JAZAN,Under the construction
620, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,,RIYADH,Under the construction
621, Tourist,672120928423,Tourist,,2010-01-19,2010.0,1.0,2013-10-02,2013.0,10.0,1352.0,318000.0,RIYADH,Complete
622, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",6000000000.0,2016-12-31,2016.0,12.0,2019-12-31,2019.0,12.0,1095.0,496340.0,AD DIRIYAH,Announced
623, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,,KING ABDULLAH CITY,Announced
624, Tourist,672120928423,Tourist,,1997-03-01,1997.0,3.0,1999-05-01,1999.0,5.0,791.0,28000.0,RIYADH,Complete
625, Tourist,672120928423,"Tourist, Governmental",,,,,,,,,200000.0,MEDINA,Announced
626, Tourist,672120928423,Tourist,,,,,,,,,,JEDDAH,Suggested projects
627, Tourist,672120928423,"Tourist, Governmental",,2015-09-06,2015.0,9.0,,,,,,JAZAN,Under the construction
628, Tourist,672120928423,Tourist,,,,,,,,,,JAZAN,Suggested projects
629, Tourist,672120928423,Tourist,4478157.0,,,,,,,,20000.0,FEIFAA,Under the construction
630, Tourist,672120928423,Tourist,79929000.0,2010-06-09,2010.0,6.0,,,,,50000.0,JAZAN,Complete
631, Tourist,672120928423,"Commercial, Tourist",1000000000.0,,,,2012-06-13,2012.0,6.0,,85000.0,RIYADH,Complete
632, Tourist,672120928423,Tourist,300000000.0,2012-10-03,2012.0,10.0,,,,,,JAZAN,Under the construction
633, Tourist,672120928423,"Infrastructure, Tourist",72958000.0,,,,,,,,1000000.0,MECCA,Complete
634, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Residential",12000000000.0,2013-12-05,2013.0,12.0,,,,,320000.0,MECCA,Under the construction
635, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,,ALBAHA,Announced
636, Tourist,672120928423,"Infrastructure, Commercial, Tourist, Governmental",,,,,,,,,,ALBAHA,Under the construction
637, Tourist,672120928423,"Infrastructure, Tourist",,2009-04-23,2009.0,4.0,,,,,,ALULA,Under the construction
638, Tourist,672120928423,"Tourist, Educational",65000000.0,2013-05-16,2013.0,5.0,,,,,,MEDINA,Under the construction
639, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Residential",,,,,,,,,,BAHRAH,Suggested projects
640, Tourist,672120928423,"Commercial, Tourist",,2015-06-01,2015.0,6.0,2017-06-01,2017.0,6.0,731.0,,RIYADH,Late
641, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Sports, Residential",11100000000.0,2010-05-19,2010.0,5.0,,,,,11000000.0,YANBAA,Under the construction
642, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,600000.0,MECCA,Announced
643, Tourist,672120928423,"Tourist, Educational, Sports",37401691.0,2013-05-01,2013.0,5.0,,,,,,MEDINA,Under the construction
644, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Sports, Residential, Scientific, Industrial, Health",375000000000.0,2005-01-01,2005.0,1.0,2030-12-31,2030.0,12.0,9495.0,173000000.0,KING ABDULLAH CITY,Under the construction
645, Tourist,672120928423,"Infrastructure, Tourist, Governmental",,,,,,,,,130000.0,RIYADH,Under the construction
646, Tourist,672120928423,"Infrastructure, Tourist, Governmental",,,,,2012-04-10,2012.0,4.0,,,RIYADH,Complete
647, Tourist,672120928423,"Infrastructure, Tourist, Governmental",,,,,2012-04-10,2012.0,4.0,,,RIYADH,Complete
648, Tourist,672120928423,"Commercial, Tourist",,2014-03-02,2014.0,3.0,,,,,,MEDINA,Complete
649, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential, Health",,2006-01-01,2006.0,1.0,,,,,,JEDDAH,Under the construction
650, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,22800.0,RIYADH,Under the construction
651, Tourist,672120928423,"Hotel, Commercial, Tourist",300000000.0,2014-03-01,2014.0,3.0,2017-03-01,2017.0,3.0,1096.0,48260.0,MECCA,Late
652, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,71104.0,MECCA,Announced
653, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,41000.0,RIYADH,Announced
654, Tourist,672120928423,"Commercial, Tourist, Residential",,,,,,,,,4047427.0,ALDAMMAM,Suggested projects
655, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Sports, Residential, Health",,,,,,,,,8200000.0,ALDAMMAM,Suggested projects
656, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,,,,,,ALKHOBAR,Suggested projects
657, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",1717000000.0,1996-01-01,1996.0,1.0,2002-12-31,2002.0,12.0,2556.0,94230.0,RIYADH,Complete
658, Tourist,672120928423,"Commercial, Tourist",,2016-01-01,2016.0,1.0,2017-06-30,2017.0,6.0,546.0,35000.0,RIYADH,Complete
659, Tourist,672120928423,Tourist,38500000.0,2010-04-21,2010.0,4.0,2016-06-16,2016.0,6.0,2248.0,210000.0,HAIL,Complete
660, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,,ALKHOBAR,Suggested projects
661, Tourist,672120928423,"Hotel, Commercial, Tourist",950000000.0,1997-01-01,1997.0,1.0,2000-05-14,2000.0,5.0,1229.0,55000.0,RIYADH,Complete
662, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,,,,,180000.0,RIYADH,Announced
663, Tourist,672120928423,"Hotel, Commercial, Tourist, Residential",,,,,2020-08-31,2020.0,8.0,,209000.0,ALKHOBAR,Announced
664, Tourist,672120928423,"Tourist, Governmental",30474561.0,,,,2014-04-01,2014.0,4.0,,3400.0,ABHA,Complete
665, Tourist,672120928423,"Tourist, Governmental",28000000.0,,,,,,,,125000.0,ABHA,Complete
666, Tourist,672120928423,"Infrastructure, Tourist, Governmental",500000000.0,,,,,,,,2420000.0,ABHA,Under the construction
667, Tourist,672120928423,"Tourist, Governmental",130000000.0,,,,,,,,500000.0,ABHA,Under the construction
668, Tourist,672120928423,"Infrastructure, Tourist, Governmental",650000000.0,,,,,,,,2621164.0,ABHA,Under the construction
669, Tourist,672120928423,"Commercial, Tourist",,,,,2016-06-30,2016.0,6.0,,60000.0,SAKAKA,Late
670, Tourist,672120928423,"Commercial, Tourist",,2014-06-01,2014.0,6.0,2016-06-30,2016.0,6.0,760.0,102000.0,HAIL,Late
671, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,227383.0,ALDAMMAM,Announced
672, Tourist,672120928423,"Commercial, Tourist",284875006.0,2017-04-01,2017.0,4.0,2018-10-01,2018.0,10.0,548.0,178126.0,ALJUBAIL,Late
673, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,1314470.0,BRAIDAH,Announced
674, Tourist,672120928423,"Commercial, Tourist",,2016-07-01,2016.0,7.0,2019-12-31,2019.0,12.0,1278.0,120620.0,ALKHAFJI,Under the construction
675, Tourist,672120928423,"Hotel, Commercial, Tourist",,,,,2018-11-30,2018.0,11.0,,,JEDDAH,Late
676, Tourist,672120928423,"Hotel, Commercial, Tourist, Charity, Residential",,,,,,,,,,JEDDAH,Canceled
677, Tourist,672120928423,Tourist,2429760.0,2014-03-05,2014.0,3.0,,,,,,ALULA,Under the construction
678, Tourist,672120928423,"Commercial, Tourist",,2014-02-01,2014.0,2.0,2016-04-30,2016.0,4.0,819.0,226200.0,HAFAR ALBATIN,Complete
679, Tourist,672120928423,"Infrastructure, Commercial, Tourist",,2013-08-05,2013.0,8.0,,,,,230000.0,YANBAA,Complete
680, Tourist,672120928423,"Commercial, Tourist",,,,,,,,,580645.0,ALDAMMAM,Announced
681, Tourist,672120928423,"Commercial, Tourist",,2014-05-01,2014.0,5.0,2016-05-15,2016.0,5.0,745.0,125103.0,ARAR,Complete
682, Tourist,672120928423,"Commercial, Tourist",100000000.0,2014-04-25,2014.0,4.0,2016-04-30,2016.0,4.0,736.0,62000.0,UNAYZAH,Complete
683, Tourist,672120928423,"Hotel, Infrastructure, Commercial, Tourist, Educational",,2014-02-10,2014.0,2.0,,,,,1250000000.0,ALTAIF,Announced
