,sectors,sector_budgets,type_project,budget_project,startday_project,start_year,start_month,enddate_project,end_year,end_month,duration_project,project_area,region_project,status_project
2075, Health,549859453510,Health,130130000.0,2012-01-01,2012.0,1.0,2017-10-08,2017.0,10.0,2107.0,,JEDDAH,Complete
2076, Health,549859453510,"Infrastructure, Commercial, Tourist, Residential, Health",1000000000.0,,,,,,,,,JEDDAH,Stumbled
2077, Health,549859453510,Health,,,,,,,,,,RIYADH,Announced
2078, Health,549859453510,"Commercial, Educational, Health",1500000000.0,,,,,,,,58000.0,MECCA,Announced
2079, Health,549859453510,Health,,2017-03-01,2017.0,3.0,,,,,,ALHASSA,Under the construction
2080, Health,549859453510,Health,,2009-01-01,2009.0,1.0,2012-01-01,2012.0,1.0,1095.0,,JEDDAH,Complete
2081, Health,549859453510,"Hotel, Commercial, Tourist, Residential, Health",,2016-08-01,2016.0,8.0,,,,,169684.0,JEDDAH,Under the construction
2082, Health,549859453510,"Hotel, Infrastructure, Commercial, Tourist, Educational, Charity, Sports, Residential, Health",4000000000.0,,,,,,,,,"ASEER, KAHMIS MUSHAIT",Announced
2083, Health,549859453510,"Commercial, Health",,2018-08-01,2018.0,8.0,,,,,21200.0,JEDDAH,Under the construction
2084, Health,549859453510,"Commercial, Health",450000000.0,2016-01-01,2016.0,1.0,2018-08-01,2018.0,8.0,943.0,6500.0,RIYADH,Late
2085, Health,549859453510,"Commercial, Health",,2016-09-01,2016.0,9.0,2019-11-01,2019.0,11.0,1156.0,141320.0,RIYADH,Announced
2086, Health,549859453510,"Commercial, Health",100000000.0,2015-08-01,2015.0,8.0,2017-03-01,2017.0,3.0,578.0,20587.0,ALKHOBAR,Complete
2087, Health,549859453510,"Commercial, Health",,,,,,,,,3000000.0,JEDDAH,Announced
2088, Health,549859453510,"Commercial, Health",440000000.0,2015-07-01,2015.0,7.0,2019-03-01,2019.0,3.0,1339.0,53979.0,ALKHOBAR,Late
2089, Health,549859453510,"Commercial, Health",4000000000.0,2016-10-01,2016.0,10.0,2018-11-01,2018.0,11.0,761.0,90000.0,ALDAMMAM,Late
2090, Health,549859453510,"Commercial, Health",488000000.0,2016-10-19,2016.0,10.0,2018-11-01,2018.0,11.0,743.0,50000.0,ALKHOBAR,Late
2091, Health,549859453510,"Commercial, Health",,,,,,,,,10200.0,RIYADH,Under the construction
2092, Health,549859453510,"Hotel, Commercial, Tourist, Educational, Sports, Residential, Health",,,,,,,,,4200000.0,RIYADH,Under the construction
2093, Health,549859453510,"Hotel, Health",,,,,2020-12-31,2020.0,12.0,,51660.0,JEDDAH,Announced
2094, Health,549859453510,"Hotel, Commercial, Tourist, Residential, Health",,2016-09-19,2016.0,9.0,,,,,1000000.0,JEDDAH,Announced
2095, Health,549859453510,"Commercial, Health",400000000.0,2016-08-01,2016.0,8.0,2018-03-01,2018.0,3.0,577.0,27000.0,RIYADH,Late
2096, Health,549859453510,"Hotel, Commercial, Educational, Residential, Health",,2016-01-01,2016.0,1.0,,,,,250000.0,RIYADH,Under the construction
2097, Health,549859453510,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,,,2017-12-31,2017.0,12.0,,,KING ABDULLAH CITY,Late
2098, Health,549859453510,"Commercial, Health",,2012-05-01,2012.0,5.0,2016-05-01,2016.0,5.0,1461.0,10000.0,HAFAR ALBATIN,Complete
2099, Health,549859453510,"Educational, Health",,,,,,,,,85000.0,"منطقة القصيم, البكيرية",Announced
2100, Health,549859453510,"Hotel, Infrastructure, Commercial, Educational, Residential, Health",2900000000.0,,,,,,,,7000000.0,RIYADH,Announced
