,sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project,project_area,unit
1977, Industrial,1091256760152,109,توسعة مصنع سبيماكو الدوائية – Expansion of Spimaco Pharmaceutical Fact...                  ,"Commercial, Industrial",123750000.0,07-06-2016,10-10-2017,11.000 مترمربع,BRAIDAH,Late,11000.0,square meter
1978, Industrial,1091256760152,109,مصنع سدير فارما – Sudair Pharmaceutical Plant                  ,Industrial,1000000000.0,20-02-2016,21-08-2018,"77,000 مترمربع",SDAIR,Complete,77000.0,square meter
1979, Industrial,1091256760152,109,مصنع العوجان كوكا كولا للمرطبات – Aujan Coca Cola Factory                  ,Industrial,375000000.0,08-11-2017,22-05-2019,187،000 مترمربع,SDAIR,Late,187000.0,square meter
1980, Industrial,1091256760152,109,مركز صيانة المحركات النفاثة بجدة  – SAEI Jet Propulsion Center Jed...                  ,"Commercial, Industrial",470000000.0,01-01-2013,31-05-2016,57.750 مترمربع,JEDDAH,Late,57750.0,square meter
1981, Industrial,1091256760152,109,مصنع اسمنت اليمامة الجديد – New Yamama Cement Factory                  ,"Commercial, Industrial",4200000000.0,01-03-2015,30-06-2018,12.000.000 مترمربع,RIYADH,Late,12000000.0,square meter
1982, Industrial,1091256760152,109,مبنى مركز التحكم الوطني للطاقة – National control center building...                  ,"Governmental, Industrial",150000000.0,01-11-2013,31-01-2017,10.500 مترمربع,RIYADH,Late,10500.0,square meter
1983, Industrial,1091256760152,109,ارامكس – Aramex                  ,Industrial,153000000.0,01-01-2015,,"96,669",KING ABDULLAH CITY,Under the construction,,square meter
1984, Industrial,1091256760152,109,همة لوجيستكس – Himmah Logistics                  ,Industrial,,13-05-2016,31-12-2018,"113,000 متر مربع",KING ABDULLAH CITY,Late,113000.0,square meter
1985, Industrial,1091256760152,109,مردم نفايات مصفاة ارامكو – Aramco Refinery Landfill                  ,Industrial,,01-03-2015,,"184,600",JAZAN,Under the construction,,square meter
1986, Industrial,1091256760152,109,مستودع دمسكو وصيدليات الدواء                  ,Industrial,260000000.0,,,"45,000",JEDDAH,Announced,,square meter
1987, Industrial,1091256760152,109,مستودع دمسكو و صيدليات الدواء – DMSCO Warehouse                  ,Industrial,190000000.0,01-01-2016,31-03-2018,"35,000",SDAIR,Late,,square meter
1988, Industrial,1091256760152,109,مستودع فلو – Flow Warehouse                  ,Industrial,100000000.0,21-10-2015,16-10-2017,,KING ABDULLAH CITY,Complete,,square meter
1989, Industrial,1091256760152,109,وحدات التخزين والمصانع الجاهزة – Warehouse Park                  ,Industrial,26600000.0,25-12-2015,30-09-2016,"30,433",KING ABDULLAH CITY,Complete,,square meter
1990, Industrial,1091256760152,109,مجمع صناعي لإنتاج رماد الصودا وكلوريد الكالسيوم                  ,Industrial,2200000000.0,01-01-2017,30-06-2019,مليون متر مربع,YANBAA,Announced,1000000.0,square meter
1991, Industrial,1091256760152,109,مركز التوزيع الوطني لتويوتا                  ,Industrial,1200000000.0,18-12-2013,,"1,500,000",KING ABDULLAH CITY,Announced,,square meter
1992, Industrial,1091256760152,109,مجمع معادن للفوسفات                  ,"Infrastructure, Industrial",28000000000.0,05-08-2013,31-12-2016,,WAAD ALSHAMAL,Late,,square meter
1993, Industrial,1091256760152,109,محطة رابغ البخارية – 2                  ,"Infrastructure, Industrial",12753000000.0,28-09-2010,28-12-2014,,RABIGH,Complete,,square meter
1994, Industrial,1091256760152,109,مركز معارض الرياض الدولي                  ,"Commercial, Tourist, Educational, Governmental, Charity, Industrial",,,31-12-2008,"189,000 م2",RIYADH,Complete,189000.0,square meter
1995, Industrial,1091256760152,109,الفاضلي – Fadhili                  ,"Infrastructure, Industrial",17625000000.0,19-11-2015,30-11-2019,,ALJUBAIL,Under the construction,,square meter
1996, Industrial,1091256760152,109,محطات التحويل وخطوط النقل الهوائية لنظام نقل مياه ينبع...                  ,"Infrastructure, Industrial",855379521.0,28-11-2012,13-06-2016,,MADENAH,Late,,square meter
1997, Industrial,1091256760152,109,محطة ينبع لتحلية المياه – المرحلة 3                  ,"Infrastructure, Industrial",3817065000.0,21-12-2012,31-12-2016,,YANBAA,Late,,square meter
1998, Industrial,1091256760152,109,محطة ينبع للكهرباء – المرحلة 3                  ,"Infrastructure, Industrial",11231250000.0,21-12-2012,01-12-2016,,YANBAA,Late,,square meter
1999, Industrial,1091256760152,109,مشروع واسط لمعالجة الغاز الطبيعي                  ,"Infrastructure, Industrial",18400000000.0,25-01-2011,10-11-2015,,ALJUBAIL,Complete,,square meter
2000, Industrial,1091256760152,109,نظام شبكة الغاز الرئيسية Master Gas System                  ,"Infrastructure, Industrial",11812500000.0,22-10-2014,31-12-2018,,"MADENAH, RIYADH, EASTERN PROVINCE",Late,,square meter
2001, Industrial,1091256760152,109,محطة الشقيق البخارية – Shuqaiq Steam Power Plant                  ,"Infrastructure, Industrial",12230869650.0,04-08-2013,04-08-2018,"3,133,000 متر مربع","ALJAZAN, ALSHAQEEQ",Complete,3133000.0,square meter
2002, Industrial,1091256760152,109,أنظمة نقل المياه ينبع المدينة المنورة – المرحلة 3                  ,"Infrastructure, Industrial",2295189901.0,03-12-2011,,,MADENAH,Under the construction,,square meter
2003, Industrial,1091256760152,109,محطة راس الخير                  ,"Infrastructure, Industrial",15670000000.0,08-11-2010,31-01-2015,,RAS ALKHAIR,Complete,,square meter
2004, Industrial,1091256760152,109,محطة توليد جنوب جدة البخارية – Jeddah South Thermal Power Plant                  ,"Infrastructure, Industrial",11958206580.0,15-10-2012,31-07-2016,,JEDDAH,Complete,,square meter
2005, Industrial,1091256760152,109,محطة توليد الطاقة الكهربائية المركبة المتكاملة في وعد...                  ,"Infrastructure, Governmental, Industrial",4666000000.0,01-02-2016,01-02-2019,,WAAD ALSHAMAL,Late,,square meter
2006, Industrial,1091256760152,109,محطة توليد الكهرباء الثانية عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",5900000000.0,12-03-2012,12-03-2015,,RIYADH,Complete,,square meter
2007, Industrial,1091256760152,109,محطة توليد الكهرباء الثالثة عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",10000000000.0,01-06-2015,01-06-2018,,RIYADH,Late,,square meter
2008, Industrial,1091256760152,109,مصنع الريف للسكر – AlReef Sugar Refinery                  ,Industrial,1200000000.0,21-05-2016,31-12-2017,"150,000 متر مربع",JAZAN,Late,150000.0,square meter
2009, Industrial,1091256760152,109,محطة توليد ضبا الخضراء – The Green Duba Generating Station                  ,"Infrastructure, Governmental, Industrial",2500000000.0,01-03-2016,01-08-2018,,"TABUK, DHUBA",Late,,square meter
2010, Industrial,1091256760152,109,محطة التوليد الرابعة عشر بالرياض                  ,"Infrastructure, Governmental, Industrial",5633000000.0,01-06-2015,01-06-2018,,RIYADH,Late,,square meter
2011, Industrial,1091256760152,109,مجمع الملك سلمان العالمي للصناعات والخدمات البحرية في...                  ,"Commercial, Industrial",22500000000.0,01-10-2017,01-03-2021,4.3 كيلومتر مربع,RAS ALKHAIR,Under the construction,43000000.0,square meter
2012, Industrial,1091256760152,109,مدينة الملك عبدالله للطاقة الذرية والمتجددة                  ,"Scientific, Industrial",,,,,RIYADH,Announced,,square meter
2013, Industrial,1091256760152,109,الوادي الصناعي – The Industrial Valley                  ,Industrial,,01-01-2010,31-12-2025,"26,300,000",KING ABDULLAH CITY,Under the construction,,square meter
2014, Industrial,1091256760152,109,مدينة الملك عبد الله الاقتصادية – KAEC                  ,"Hotel, Infrastructure, Commercial, Tourist, Educational, Governmental, Charity, Sports, Residential, Scientific, Industrial, Health",375000000000.0,01-01-2005,31-12-2030,173 كم ²,KING ABDULLAH CITY,Under the construction,173000000.0,square meter
2015, Industrial,1091256760152,109,المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...                  ,"Educational, Governmental, Scientific, Industrial",,13-05-2008,27-10-2014,,ALHASSA,Complete,,square meter
2016, Industrial,1091256760152,109,مصنع أجا للصناعات الدوائية- حائل                  ,"Industrial, Health",250000000.0,08-06-2013,,120 ألف متر مربع,HAIL,Complete,120000.0,square meter
2017, Industrial,1091256760152,109,استكمال تطوير المدينة الصناعية بالمدينة المنورة                  ,"Infrastructure, Industrial",85000000.0,30-07-2012,,,MEDINA,Under the construction,,square meter
2018, Industrial,1091256760152,109,مدينة سدير للصناعة والأعمال – Sudair City for Industry and Businesses...                  ,"Hotel, Infrastructure, Commercial, Educational, Residential, Industrial",,01-04-2009,,258.000.000 متر مربع,SDAIR,Under the construction,258000000.0,square meter
2019, Industrial,1091256760152,109,مصنع أصباغ همبل                  ,"Commercial, Industrial",49870000.0,,18-02-2014,15000,JEDDAH,Complete,,square meter
2020, Industrial,1091256760152,109,مصفاة ساتورب – SATORP                  ,"Commercial, Industrial",45000000000.0,01-01-2009,01-12-2013,5.000.000 متر مربع,ALJUBAIL,Complete,5000000.0,square meter
2021, Industrial,1091256760152,109,إندسكوم الدمام – Indus-Comm Dammam                  ,"Commercial, Industrial",,,,,ALDAMMAM,Under the construction,,square meter
2022, Industrial,1091256760152,109,توسعة بترو رابغ – 2 – Petro Rabigh Expansion                  ,"Commercial, Industrial",30000000000.0,06-07-2016,12-12-2018,,RABIGH,Late,,square meter
2023, Industrial,1091256760152,109,مجمع بلاس كيم الجبيل – Plus Kim Complex Jubail                  ,"Governmental, Industrial",,,,12 كيلو متر,ALJUBAIL,Under the construction,12000000.0,square meter
2024, Industrial,1091256760152,109,الشركة السعودية للميثاكريلات ‘ساماك’ – Saudi Methac...                  ,"Commercial, Industrial",4500000000.0,27-06-2014,27-06-2017,,AL-JUBAIL,Late,,square meter
2025, Industrial,1091256760152,109,منطقة الخدمات تبوك – Tabuk Service Area                  ,"Infrastructure, Commercial, Governmental, Industrial",,,,"40,000,000 م2",TABUK,Announced,40000000.0,square meter
2026, Industrial,1091256760152,109,مدينة وعد الشمال – Waad Al Shamaal City                  ,"Infrastructure, Governmental, Industrial",26000000000.0,01-02-2014,31-12-2042,440 كلم2,TURAIF,Under the construction,440000000.0,square meter
2027, Industrial,1091256760152,109,مجمع صدارة للكيميائيات – Sadara Chemicals Complex                  ,"Commercial, Industrial",75000000000.0,01-11-2011,01-11-2016,"12,000,000 متر مربع",AL-JUBAIL,Complete,12000000.0,square meter
2028, Industrial,1091256760152,109,مصفاة جازان – Jazan Refinery                  ,"Governmental, Industrial",26250000000.0,14-11-2012,31-12-2018,,JAZAN,Late,,square meter
2029, Industrial,1091256760152,109,مدينة جازان للصناعات الاساسية والتحويلية – Jazan Economic...                  ,"Infrastructure, Governmental, Industrial",100000000000.0,04-11-2006,,103 كلم2,JAZAN,Under the construction,103000000.0,square meter
2030, Industrial,1091256760152,109,مجمع صيانة و إصلاح الطائرات بجدة – SAEI Aircraft MRO Complex in Jed...                  ,"Commercial, Industrial",3500000000.0,,31-12-2016,9.709.047 مترمربع,JEDDAH,Late,9709047.0,square meter
2031, Industrial,1091256760152,109,توسعة حقل شيبه النفطي – Shaybah Oil Field Expansion                  ,"Governmental, Industrial",,,31-12-2016,,EASTERN PROVINCE,Complete,,square meter
2032, Health,549859453510,150,المدينة الطبية – Medical City                  ,"Educational, Health",,,,,JEDDAH,Announced,,square meter
2033, Health,549859453510,150,مستشفى الأطباء – Physicians Hospital                  ,"Residential, Health",,01-01-2017,,"15,000 متر مربع",JEDDAH,Under the construction,15000.0,square meter
2034, Health,549859453510,150,مركز كليمنصو الطبي جدة – Clemenceau Medicine International Jeddah                  ,Health,,,,"26,687 متر مربع",JEDDAH,Announced,26687.0,square meter
2035, Health,549859453510,150,مستشفى خاص – Special Hospital                  ,Health,,01-07-2016,,"4,700 متر مربع",ABHA,Under the construction,4700.0,square meter
2036, Health,549859453510,150,عناية سارة – Sarah Care                  ,Health,,01-07-2016,,"4,000 متر مربع",JEDDAH,Under the construction,4000.0,square meter
2037, Health,549859453510,150,البلازا الطبي بعسير – LD Asir Medical Plaza                  ,Health,,01-02-2015,31-12-2017,"3,800 متر مربع","ASEER, KAHMIS MUSHAIT",Complete,3800.0,square meter
2038, Health,549859453510,150,المستشفى الجامعي – جامعة نجران – University Hospital – Na...                  ,"Governmental, Health",555000000.0,01-07-2012,,"214,000 متر مربع",NAJRAN,Under the construction,214000.0,square meter
2039, Health,549859453510,150,مستشفى الموسى للتأهيل والرعاية الممتدة – Al Moosa Hospital f...                  ,Health,,,,"60,000 متر مربع",ALHASSA,Announced,60000.0,square meter
2040, Health,549859453510,150,مجمع آل بطي الطبي – Al-Bati Medical center                  ,Health,,,,3600 متر مربع,TAROUT ISLAND,Announced,3600.0,square meter
2041, Health,549859453510,150,مركز الدكتور سليمان الفقيه للرضوح – DSF Trauma Center                  ,Health,,,,"22,700 متر مربع",JEDDAH,Announced,22700.0,square meter
2042, Health,549859453510,150,مستشفى دلة العارض – Dallah Hospital Alaridh                  ,"Residential, Health",,,,"106,000 متر مربع",RIYADH,Suggested projects,106000.0,square meter
2043, Health,549859453510,150,توسعة مستشفى الملك عبدالعزيز الجامعي – King Abdulaziz Universi...                  ,"Educational, Governmental, Health",,,,,JEDDAH,Suggested projects,,square meter
2044, Health,549859453510,150,تطوير مدينة الملك سعود الطبية – King Saud Medical City Development...                  ,Health,,,,"220,000 متر مربع",RIYADH,Announced,220000.0,square meter
2045, Health,549859453510,150,مجمع سكون الطبي – Sukoon Hospitality Complex                  ,"Hotel, Health",488000000.0,,,"13,500 متر مربع",JEDDAH,Announced,13500.0,square meter
2046, Health,549859453510,150,مستشفى الولادة والاطفال بالرس- Childbirth and Children Hospital Ar Rass...                  ,"Governmental, Health",313171771.0,01-03-2016,28-02-2019,,ARRASS,Late,,square meter
2047, Health,549859453510,150,تطوير مستشفى نجران العام – Development of Najran General Hospital                  ,"Governmental, Health",,,,14.500 مترمربع,NAJRAN,Announced,14500.0,square meter
2048, Health,549859453510,150,مبنى الطوارئ بمستشفى الملك خالد بنجران – Emergency King Khali...                  ,"Governmental, Health",50000000.0,,,,NAJRAN,Announced,,square meter
2049, Health,549859453510,150,توسعة مستشفى دلة النخيل – DALLAH HOSPITAL EXPANSIONS OF ALNAKHEEL                  ,"Commercial, Health",500000000.0,23-10-2014,15-06-2019,"14,500 مترمربع",RIYADH,Late,14500.0,square meter
2050, Health,549859453510,150,مستشفى د. سليمان الحبيب بالصحافة – Dr. Sulaiman Al-Habib Hospital in AL...                  ,"Commercial, Health",2000000000.0,,,46.000 مترمربع,RIYADH,Announced,46000.0,square meter
2051, Health,549859453510,150,مدينة مستشفى السعودي الالماني – Saudi German Medical City                  ,Health,,,,,JEDDAH,Suggested projects,,square meter
2052, Health,549859453510,150,البرج الجراحي – Surgical Tower                  ,"Infrastructure, Educational, Health",700000000.0,,,"36,223 متر مربع",JEDDAH,Announced,36223.0,square meter
2053, Health,549859453510,150,صحار – Sahar                  ,"Commercial, Educational, Charity, Residential, Health",4000000000.0,01-10-2006,,600.000 مترمربع,BRAIDAH,Under the construction,600000.0,square meter
2054, Health,549859453510,150,تطوير مدينة الملك فهد الساحلية – King Fahad Coastal City Development...                  ,"Hotel, Commercial, Governmental, Health",,,,"114,000 متر مربع",JEDDAH,Announced,114000.0,square meter
2055, Health,549859453510,150,البرج الطبي للولادة والاطفال بجدة – Maternity & ChildrenR...                  ,"Governmental, Health",383324267.0,01-12-2012,19-12-2017,86.272 مترمربع,JEDDAH,Late,86272.0,square meter
2056, Health,549859453510,150,مستشفى الجموم العام – General Hospital Al Jumum                  ,"Governmental, Health",234822918.0,01-04-2012,30-06-2018,98.202 مترمربع,ALJUMUM,Late,98202.0,square meter
2057, Health,549859453510,150,مستشفى الشرائع العام – Al Sharaya General Hospital                  ,"Governmental, Health",602334009.0,17-11-2014,27-05-2019,332.474  مترمربع,MECCA,Late,332474.0,square meter
2058, Health,549859453510,150,المركز الحضاري الشرقي بمكة المكرمة                  ,"Hotel, Infrastructure, Commercial, Tourist, Governmental, Residential, Health",,,,460.000 مترمربع,MECCA,Announced,460000.0,square meter
2059, Health,549859453510,150,مستشفى الرازي – ALRAZI HOSPITAL                  ,"Commercial, Health",60000000.0,01-03-2017,31-03-2019,8887 متر مربع,ALHASSA,Late,8887.0,square meter
2060, Health,549859453510,150,وقف مستشفى لعلاج السرطان – Cancer Patients Care Endowment                  ,"Charity, Health",147000000.0,01-10-2015,31-12-2018,"4,700 متر مربع",JEDDAH,Late,4700.0,square meter
2061, Health,549859453510,150,مستشفى اليمامة الخاص – Alyamamah Private Hospital                  ,Health,,01-09-2010,,"10,100 متر مربع",RIYADH,Under the construction,10100.0,square meter
2062, Health,549859453510,150,مجمع الملك فيصل الطبي – King Faisal Medical Complex                  ,"Governmental, Health",601000000.0,01-03-2004,31-01-2017,"155,000 متر مربع",ALTAIF,Complete,155000.0,square meter
2063, Health,549859453510,150,مستشفى الولادة والاطفال بعنيزة – Childbirth and Children Hospital U...                  ,"Governmental, Health",288548157.0,11-03-2015,04-01-2021,200.000 مترمربع,UNAYZAH,Under the construction,200000.0,square meter
2064, Health,549859453510,150,مستشفى سنابل التخصصي – Sanabil Specialist Hospital                  ,Health,,,,"21,800 متر مربع",MUHAYIL ASEER,Announced,21800.0,square meter
2065, Health,549859453510,150,مستشفى الطبي الدولي – International Medical Center                  ,Health,500000000.0,01-01-2003,30-10-2006,,JEDDAH,Complete,,square meter
2066, Health,549859453510,150,مستشفى الملك فيصل التخصصي للأطفال – King Faisal Specialist Hospit...                  ,Health,,,,100.000 م2,RIYADH,Announced,100000.0,square meter
2067, Health,549859453510,150,مستشفى د.محمد الفقيه – DR. MOHAMMED ALFAGIH HOSPITAL                  ,Health,630000000.0,01-03-2015,01-09-2019,,RIYADH,Under the construction,,square meter
2068, Health,549859453510,150,المجمع الطبي لوزارة الدفاع – Military Medical Complex                  ,"Infrastructure, Governmental, Residential, Health",9300000000.0,,,9.000.000 مترمربع,RIYADH,Announced,9000000.0,square meter
2069, Health,549859453510,150,مجمع مدينة سدير للصناعة والأعمال التجاري – Sudair City for...                  ,"Hotel, Commercial, Health",,01-10-2016,,122.000 مترمربع,SDAIR,Under the construction,122000.0,square meter
2070, Health,549859453510,150,مدينة الحبيب الطبية –  Al Habib Medical City                  ,Health,1200000000.0,,,309.000 مترمربع,RIYADH,Under the construction,309000.0,square meter
2071, Health,549859453510,150,تطوير جبل محبس الجن – Jabal Mahbas El Jin Development                  ,"Hotel, Commercial, Residential, Health",,,,"500,000",MECCA,Suggested projects,,square meter
2072, Health,549859453510,150,مجمع الأمل والصحة النفسية بالخرج –  Al Amal Complex for Mental Hea...                  ,Health,,01-01-2010,20-04-2017,"100,000",ALKHARJ,Complete,,square meter
2073, Health,549859453510,150,جبل خندمة – Jabal Khandamah                  ,"Hotel, Commercial, Residential, Health",,01-07-2018,31-12-2030,"910,000",MECCA,Announced,,square meter
2074, Health,549859453510,150,مستشفى المرجان – Al Murjan Hospital                  ,Health,,01-07-2014,,"16,000 متر مربع",JEDDAH,Under the construction,16000.0,square meter
2075, Health,549859453510,150,المجمع الطبي الأمني لوزارة الداخلية – Security Forces Medical C...                  ,"Governmental, Residential, Health",11330757975.0,16-04-2013,,"2,500,000",JEDDAH,Under the construction,,square meter
2076, Health,549859453510,150,الرعاية البيطرية العالمية – International Animal Care                  ,"Governmental, Health",,01-02-2016,,"1,508 متر مربع",JEDDAH,Under the construction,1508.0,square meter
2077, Health,549859453510,150,المختبر الإقليمي وبنك الدم المركزي بحفر الباطن – Hafar...                  ,"Governmental, Health",8157193.0,09-10-2015,09-03-2017,5000 متر مربع,HAFAR ALBATIN,Complete,5000.0,square meter
2078, Health,549859453510,150,مستشفى د.سمير عباس – Dr. Sameer Abbas Hospital                  ,Health,130130000.0,01-01-2012,08-10-2017,,JEDDAH,Complete,,square meter
2079, Health,549859453510,150,جزر البندقية – Venice Island                  ,"Infrastructure, Commercial, Tourist, Residential, Health",1000000000.0,,,36000000,JEDDAH,Stumbled,,square meter
2080, Health,549859453510,150,مستشفى هيف – Haif Hospital                  ,Health,,,,,RIYADH,Announced,,square meter
2081, Health,549859453510,150,المستشفى السعودي الألماني مكة المكرمة – Saudi German Hospital...                  ,"Commercial, Educational, Health",1500000000.0,,,58.000 مترمربع,MECCA,Announced,58000.0,square meter
2082, Health,549859453510,150,مستشفى الموسى التخصصي- Almoosa Specialist Hospital                  ,Health,,01-03-2017,,,ALHASSA,Under the construction,,square meter
2083, Health,549859453510,150,المركز الدولي للرعاية المتحدة – IEC                  ,Health,,01-01-2009,01-01-2012,"7,000",JEDDAH,Complete,,square meter
2084, Health,549859453510,150,افينيو مول ابحر – Avenue Mall Abhor                  ,"Hotel, Commercial, Tourist, Residential, Health",,01-08-2016,,169.684 مترمربع,JEDDAH,Under the construction,169684.0,square meter
2085, Health,549859453510,150,مدينة الأحلام                  ,"Hotel, Infrastructure, Commercial, Tourist, Educational, Charity, Sports, Residential, Health",4000000000.0,,,"800,000","ASEER, KAHMIS MUSHAIT",Announced,,square meter
2086, Health,549859453510,150,مستشفى د.سليمان الحبيب بجدة – Dr. Sulaiman AL-Habib Hospital in Jeddah...                  ,"Commercial, Health",,01-08-2018,,"21,200 مترمربع",JEDDAH,Under the construction,21200.0,square meter
2087, Health,549859453510,150,مركز كليمنصو الطبي الرياض –  CLEMENCEAU MEDICAL CENTER RIYADH                  ,"Commercial, Health",450000000.0,01-01-2016,01-08-2018,6.500 مترمربع,RIYADH,Late,6500.0,square meter
2088, Health,549859453510,150,مستشفى الشرق الأوسط الرياض – Middle East Hospital Riyadh                  ,"Commercial, Health",,01-09-2016,01-11-2019,141.320 مترمربع,RIYADH,Announced,141320.0,square meter
2089, Health,549859453510,150,توسعة مستشفى الرعايه بروكير الخبر – Procare Hospital Expansion...                  ,"Commercial, Health",100000000.0,01-08-2015,01-03-2017,"20,587 مترمربع",ALKHOBAR,Complete,20587.0,square meter
2090, Health,549859453510,150,مستشفى ميديسينا جدة –  MEDICENA HOSPITAL JEDDAH                  ,"Commercial, Health",,,,3.000.000 مترمربع,JEDDAH,Announced,3000000.0,square meter
2091, Health,549859453510,150,مستشفى المواساة بالخبر – Mouwasat Hospital Al Khobar                  ,"Commercial, Health",440000000.0,01-07-2015,01-03-2019,53.979 مترمربع,ALKHOBAR,Late,53979.0,square meter
2092, Health,549859453510,150,مدينة البترجي الطبية في الدمام – THE BATTERJEE MEDICAL CITY IN DAMMA...                  ,"Commercial, Health",4000000000.0,01-10-2016,01-11-2018,90.000 مترمربع,ALDAMMAM,Late,90000.0,square meter
2093, Health,549859453510,150,مستشفى السلام – AL SALAM HOSPITAL                  ,"Commercial, Health",488000000.0,19-10-2016,01-11-2018,50.000 مترمربع,ALKHOBAR,Late,50000.0,square meter
2094, Health,549859453510,150,مستشفى سند – Sanad Hospital                  ,"Commercial, Health",,,,10.200 مترمربع,RIYADH,Under the construction,10200.0,square meter
2095, Health,549859453510,150,مجمع جنات الرياض – JANNAT COMPOUND RIYADH                  ,"Hotel, Commercial, Tourist, Educational, Sports, Residential, Health",,,,4.200.000 مترمربع,RIYADH,Under the construction,4200000.0,square meter
2096, Health,549859453510,150,القرية الطبية المعرفية – Knowledge Medical Village                  ,"Hotel, Health",,,31-12-2020,51،660 متر مربع,JEDDAH,Announced,51660.0,square meter
2097, Health,549859453510,150,مدينة مطار الملك عبدالعزيز الدولي                  ,"Hotel, Commercial, Tourist, Residential, Health",,19-09-2016,,"1,000,000 مترمربع",JEDDAH,Announced,1000000.0,square meter
2098, Health,549859453510,150,مستشفى AMC للرعاية الطبية طويلة الأمد – AMC Long-Term Medical Car...                  ,"Commercial, Health",400000000.0,01-08-2016,01-03-2018,"27,000 مترمربع",RIYADH,Late,27000.0,square meter
2099, Health,549859453510,150,القرية الطبية بالرياض – Medical Village Riyadh                  ,"Hotel, Commercial, Educational, Residential, Health",,01-01-2016,,250.000 مترمربع,RIYADH,Under the construction,250000.0,square meter
2100, Health,549859453510,150,سكن منسوبي وزارة الحرس الوطني                  ,"Commercial, Educational, Governmental, Charity, Residential, Health",1500000000.0,,31-12-2017,"718,468",KING ABDULLAH CITY,Late,,square meter
2101, Health,549859453510,150,مستشفى المعالي                  ,"Commercial, Health",,01-05-2012,01-05-2016,"10,000 م2",HAFAR ALBATIN,Complete,10000.0,square meter
2102, Health,549859453510,150,مستشفى سليمان الراجحي في البكيرية – Sulaiman Al-Rajhi Hospital in...                  ,"Educational, Health",,,,85،000 مترمربع,"منطقة القصيم, البكيرية",Announced,85000.0,square meter
2103, Health,549859453510,150,مجمع العقارية بالوصيل                  ,"Hotel, Infrastructure, Commercial, Educational, Residential, Health",2900000000.0,,,7.000.000 متر مربع,RIYADH,Announced,7000000.0,square meter
2104, Health,549859453510,150,برج مستشفى الإيمان العام                  ,"Governmental, Health",,,,,RIYADH,Under the construction,,square meter
2105, Health,549859453510,150,المدينة الطبية الخاصة بوزارة الداخلية بمدينة الرياض ...                  ,"Governmental, Health",10367827110.0,30-06-2014,,2.500.000 مترمربع,RIYADH,Under the construction,2500000.0,square meter
2106, Health,549859453510,150,مدينة الأمير محمد بن عبدالعزيز الطبية بالجوف – Prince Mo...                  ,"Governmental, Health",2500000000.0,16-04-2013,16-04-2022,2.000.000 مترمربع,SAKAKA,Under the construction,2000000.0,square meter
2107, Health,549859453510,150,مستشفى النساء والولادة بسكاكا – Skaka Maternity And Children Hospita...                  ,Health,275217244.0,02-07-2012,31-05-2015,60740 متر مربع,SAKAKA,Stumbled,60740.0,square meter
2108, Health,549859453510,150,مستشفى جامعة الملك فيصل – King Faisal University Hospital                  ,"Educational, Governmental, Health",492855427.0,07-01-2011,03-04-2017,145.000 مترمربع,ALHASSA,Late,145000.0,square meter
2109, Health,549859453510,150,مدينة الملك فيصل الطبية – King Faisal Medical City                  ,"Governmental, Health",4200000000.0,01-02-2012,01-02-2019,1.500.000 متر مربع,ABHA,Late,1500000.0,square meter
2110, Health,549859453510,150,مبنى العيادات الخارجية -مستشفى الملك فهد                  ,"Infrastructure, Governmental, Health",49947540.0,17-12-2012,17-12-2014,7500 متر مربع,MEDINA,Stumbled,7500.0,square meter
2111, Health,549859453510,150,مستشفى المركز التخصصي الطبي – Specialized Medical Center Hospital                  ,"Commercial, Health",300000000.0,01-09-2016,01-09-2019,10.200 مترمربع,RIYADH,Under the construction,10200.0,square meter
2112, Health,549859453510,150,مستشفى أبها الخاص العالمي – Abha International Private Hospital                  ,Health,500000000.0,24-05-2016,,"65,000 متر مربع",ABHA,Under the construction,65000.0,square meter
2113, Health,549859453510,150,المركز السعودي لزراعة الأعضاء ومركز الملك سلمان لأمرا�...                  ,"Governmental, Health",,,,12575 م2,RIYADH,Complete,12575.0,square meter
2114, Health,549859453510,150,مشروع الرائدة السكني – Public Pension Agency Project                  ,"Hotel, Infrastructure, Commercial, Educational, Charity, Residential, Health",,02-04-2014,31-12-2024,2500000,JEDDAH,Under the construction,,square meter
2115, Health,549859453510,150,مستشفى الملك عبدالله التخصصي بالقصيم – King Abdullah Specialis...                  ,"Governmental, Health",,01-03-2016,01-03-2019,"1,339,000 مترمربع",BRAIDAH,Late,1339000.0,square meter
2116, Health,549859453510,150,جامعة الملك سعود بن عبد العزيز للعلوم الصحية الرياض ̵...                  ,"Educational, Governmental, Health",,13-05-2008,23-04-2013,"6,000,000 م2",RIYADH,Complete,6000000.0,square meter
2117, Health,549859453510,150,توسعة مدينة الملك فهد الطبية الرياض – Expansion of King Fahad Me...                  ,Health,1465397279.0,05-10-2012,30-11-2013,1486448 م2,RIYADH,Late,1486448.0,square meter
2118, Health,549859453510,150,مستشفى الملك عبدالله التخصصي للأطفال الرياض – King Abdul...                  ,Health,,15-05-2008,19-04-2015,"192,000 م2",RIYADH,Complete,192000.0,square meter
