sectors,sector_budgets,sector_num_projects,name_project,type_project,budget_project,startday_project,enddate_project,area_project,region_project,status_project
 حكومي,1436611825301,461,ميدان سلطان الخير (تبوك)                  ,حكومي,,,,,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,متحف تبوك الاقليمي – Tabuk Regional Museum                  ,"ترفيهي/سياحي, حكومي",100000000.0,01-07-2010,31-12-2015,"100,000 متر مربع","منطقة تبوك, تبوك",مكتمل
 حكومي,1436611825301,461,إنشاء تسع جسور مشاة (تبوك)                  ,حكومي,45000000.0,,,,"منطقة تبوك, تبوك",معلن عنه
 حكومي,1436611825301,461,منتزه البيضاء البري                  ,"ترفيهي/سياحي, حكومي",,,,4000000,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,مطار الأمير عبدالمجيد بن عبدالعزيز بالعلا – Prince Abdul M...                  ,"البنية التحتية, حكومي",143000000.0,,01-01-2008,13.750 كلم2,"منطقة المدينة المنورة, العلا",مكتمل
 حكومي,1436611825301,461,تطوير مطار نجران الإقليمي (المرحلة الأولى) – Development of...                  ,"البنية التحتية, حكومي",346000000.0,,01-06-2011,,"نجران, منطقة نجران",مكتمل
 حكومي,1436611825301,461,مطار الأمير سلطان بن عبدالعزيز بتبوك (المرحلة الأولى) &#...                  ,"البنية التحتية, حكومي",200000000.0,,15-05-2011,"675,000 م2","منطقة تبوك, تبوك",مكتمل
 حكومي,1436611825301,461,تطوير مطار الجوف – Development of Al Jouf Airport                  ,"البنية التحتية, حكومي",,,,14.000.000 مترمربع,"منطقة الجوف, سكاكا",معلن عنه
 حكومي,1436611825301,461,تطوير مطار القريات – Development of Al-Qurayyat Airport                  ,"البنية التحتية, حكومي",,,,1.600.000 مترمربع,"منطقة الجوف, القريات",معلن عنه
 حكومي,1436611825301,461,تطوير مطار الأمير عبد المحسن بن عبد العزيز بينبع – Dev...                  ,"البنية التحتية, حكومي",,,,8.600.000 مترمربع,"ينبع, منطقة المدينة المنورة",معلن عنه
 حكومي,1436611825301,461,مواصلات جدة – Jeddah Transport                  ,"البنية التحتية, حكومي",45000000000.0,01-06-2016,31-12-2022,951 كم,"منطقة مكة المكرمة, جدة",معلن عنه
 حكومي,1436611825301,461,تطوير مطار عرعر – Development of Arar Airport                  ,"البنية التحتية, حكومي",302420000.0,,01-10-2017,6.720.000 مترمربع,"منطقة الحدود الشمالية, عرعر",متأخر
 حكومي,1436611825301,461,الصالة الخامسة مطار الملك خالد الدولي – King Khalid Internatio...                  ,"البنية التحتية, حكومي",1616000000.0,,13-06-2016,100 ألف متر مربع,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,تطوير مطار الملك سعود بن عبدالعزيز بالباحة – Development o...                  ,"البنية التحتية, حكومي",,,,4.850.000 مترمربع,منطقة الباحة,معلن عنه
 حكومي,1436611825301,461,جسر الملك حمد – King Hamad Causeway                  ,"البنية التحتية, حكومي",18750000000.0,,,25 كيلو متر,"المنطقة الشرقية, الخبر",معلن عنه
 حكومي,1436611825301,461,قطار الخليج – Gulf Train – GCC                  ,"البنية التحتية, حكومي",57750000000.0,,,2117 كيلو متر,المنطقة الشرقية,معلن عنه
 حكومي,1436611825301,461,مطار الملك عبدالله بن عبدالعزيز الدولي – King Abdullah Intern...                  ,"البنية التحتية, حكومي",2500000000.0,22-10-2018,31-03-2022,"5,000,000 متر مربع","منطقة جازان, جازان",تحت الإنشاء
 حكومي,1436611825301,461,تقاطع طريق الملك عبدالعزيز مع الطريق الثامن والعشرون ف...                  ,"البنية التحتية, حكومي",255736242.0,28-02-2016,01-06-2018,2000 متر,"المنطقة الشرقية, الدمام",متأخر
 حكومي,1436611825301,461,تقاطع طريق الملك عبدالعزيز مع الطريق العاشر في الخبر...                  ,"البنية التحتية, حكومي",46000000.0,25-07-2015,25-07-2017,605 متر,"المنطقة الشرقية, الخبر",متأخر
 حكومي,1436611825301,461,منطقة الخدمات تبوك – Tabuk Service Area                  ,"البنية التحتية, تجاري, حكومي, صناعي",,,,"40,000,000 م2","منطقة تبوك, تبوك",معلن عنه
 حكومي,1436611825301,461,مجمع مختبرات الهيئة العامة للغذاء والدواء تبوك – The S...                  ,"حكومي, صحي",,,,33000,"منطقة تبوك, تبوك",المشاريع المقترحة
 حكومي,1436611825301,461,تطوير مطار أبها الإقليمي – The development of Abha Regional Airport                  ,"البنية التحتية, حكومي",1800000000.0,01-02-2015,01-03-2018,6.000.000 مترمربع,"منطقة عسير, أبها",متأخر
 حكومي,1436611825301,461,مشروع التطوير والتنسيق الحضاري لمنطقة الخندق                  ,"البنية التحتية, ترفيهي/سياحي, حكومي, ديني/خيري",,,,,"منطقة المدينة المنورة, المدينة المنورة",المشاريع المقترحة
 حكومي,1436611825301,461,تقاطع طريق الملك فهد مع طريق الديوان في الهفوف                  ,"البنية التحتية, حكومي",350000000.0,01-03-2014,01-03-2018,1400 متر,"المنطقة الشرقية, الأحساء",متأخر
 حكومي,1436611825301,461,تقاطع طريق الملك عبدالله مع طريق مكة المكرمة في الهفوف...                  ,"البنية التحتية, حكومي",51000000.0,01-02-2015,01-10-2017,1200 متر,"المنطقة الشرقية, الأحساء",متأخر
 حكومي,1436611825301,461,"مشروع النقل العام بالدمام والقطيف – Dammam, Qatif public transpor...                  ","البنية التحتية, حكومي",60000000000.0,31-12-2015,31-12-2022,354 كيلو متر,المنطقة الشرقية,معلن عنه
 حكومي,1436611825301,461,مدينة وعد الشمال – Waad Al Shamaal City                  ,"البنية التحتية, حكومي, صناعي",26000000000.0,01-02-2014,31-12-2042,440 كلم2,"منطقة الحدود الشمالية, طريف",تحت الإنشاء
 حكومي,1436611825301,461,مداخل وبوابات المدينة المنورة – Gates of Al Madinah Al Munawwarah...                  ,"البنية التحتية, ترفيهي/سياحي, حكومي",,,,"35,000 مترمربع","منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,مترو المدينة المنورة – Madinah Metro                  ,"البنية التحتية, حكومي",,,,95 كم,"منطقة المدينة المنورة, المدينة المنورة",معلن عنه
 حكومي,1436611825301,461,تطوير الكورنيش الأوسط و شارع فلسطين – Middle Corniche & Pal...                  ,"البنية التحتية, ترفيهي/سياحي, حكومي",135506447.0,02-07-2011,24-04-2013,3.6 كلم,"منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,مصفاة جازان – Jazan Refinery                  ,"حكومي, صناعي",26250000000.0,14-11-2012,31-12-2018,,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",متأخر
 حكومي,1436611825301,461,مدينة جازان للصناعات الاساسية والتحويلية – Jazan Economic...                  ,"البنية التحتية, حكومي, صناعي",100000000000.0,04-11-2006,,103 كلم2,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",تحت الإنشاء
 حكومي,1436611825301,461,وادي العسلاء مروج جدة – Murooj Jeddah                  ,"البنية التحتية, حكومي",6000000000.0,01-01-2014,31-12-2021,130 مليون مترمربع,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 حكومي,1436611825301,461,مشروع بحيرات الحاير-  Al’Hair Lakes project                  ,"فندقي, ترفيهي/سياحي, حكومي",,,,,"منطقة الرياض, الرياض",معلن عنه
 حكومي,1436611825301,461,مطار الملك عبدالعزيز الدولي الجديد – King Abdulaziz Internationa...                  ,"البنية التحتية, حكومي",36000000000.0,,17-05-2018,"105,000,000 مترمربع","منطقة مكة المكرمة, جدة",متأخر
 حكومي,1436611825301,461,مستشفى جامعة الإمام عبد الرحمن بن فيصل – Imam Abdul Rahman bin...                  ,"تعليمي, حكومي, صحي",500000000.0,01-02-2012,01-02-2017,150000 متر مربع,"المنطقة الشرقية, الدمام",متأخر
 حكومي,1436611825301,461,مبنى بلدية الخبر – Al Khobar Municipality Building                  ,حكومي,110000000.0,01-05-2010,01-04-2014,1650 متر مربع,"المنطقة الشرقية, الخبر",متعثر
 حكومي,1436611825301,461,منطقة البلازا المالية – Financial Plaza – KAFD                  ,"ترفيهي/سياحي, حكومي",,,18-10-2016,61300 متر مربع,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,جسور المشاة – SKYWALKS – KAFD                  ,"البنية التحتية, حكومي",,01-01-2010,31-12-2016,,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,برج فيلاز إن ذا سكاي – VILLAS IN THE SKY – KAFD                  ,"تجاري, حكومي, سكني",,01-01-2009,31-12-2013,41000 م2,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,واحة الملك سلمان للعلوم – King Salman Science Oasis                  ,"ترفيهي/سياحي, تعليمي, حكومي, علمي",,01-01-2011,31-12-2016,200.000 مترمربع,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,متحف العلوم ومركز المناخ والجيولوجيا – Geo-Science Centre R...                  ,"ترفيهي/سياحي, تعليمي, حكومي",,,,54000 متر مربع,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,مترو مكة | محطة كدي المركزية للنقل العام – Makkah Metro | Kuda...                  ,"البنية التحتية, حكومي",,01-02-2015,,,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 حكومي,1436611825301,461,محطة المروة للنقل العام – Al Marwah Station Plaza                  ,"البنية التحتية, حكومي",,01-06-2015,,200.000 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",متعثر
 حكومي,1436611825301,461,ساحة الاحتفالات للأطفال – Children Festival Marketplace                  ,"ترفيهي/سياحي, تعليمي, حكومي",,,,"7,679 مترمربع","منطقة الرياض, الرياض",متعثر
 حكومي,1436611825301,461,قبة الفراشة – Butterfly Dome – KAFD                  ,"ترفيهي/سياحي, حكومي",,,19-04-2018,2826 مترمربع,"منطقة الرياض, الرياض",متعثر
 حكومي,1436611825301,461,المتحف المائي (الاكواريوم) – National Aquarium – KAFD                  ,"ترفيهي/سياحي, حكومي",841757548.0,,19-02-2018,13،600 متر مربع,منطقة الرياض,متأخر
 حكومي,1436611825301,461,مركز طب وجراحة الأعصاب – الحرس الوطني بجدة – Center of...                  ,"حكومي, صحي",,01-10-2014,30-09-2017,69.677 مترمربع,"منطقة مكة المكرمة, جدة",متأخر
 حكومي,1436611825301,461,برج الإدارات الرئيسية بجامعة الإمام عبد الرحمن بن فيصل...                  ,"تعليمي, حكومي",344000000.0,01-06-2015,01-06-2018,20000 متر مربع,"المنطقة الشرقية, الدمام",متأخر
 حكومي,1436611825301,461,مستشفى الملك سلمان التخصصي – King Salman Specialized Hospital                  ,"حكومي, صحي",,23-10-2014,10-04-2017,980.000  مترمربع,"منطقة مكة المكرمة, الطائف",متأخر
 حكومي,1436611825301,461,تقاطع طريق الملك عبدالله مع طريق الملك عبدالعزيز – Ki...                  ,"البنية التحتية, حكومي",257000000.0,01-07-2013,01-07-2016,1450 متر,"المنطقة الشرقية, الخبر",متأخر
 حكومي,1436611825301,461,مركز المؤتمرات – Conference Center – KAFD                  ,"ترفيهي/سياحي, حكومي",,01-07-2011,20-09-2016,,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مقر أمانة القصيم – Al Qassim Municipality Headquarters                  ,حكومي,66553194.0,17-05-2009,17-05-2014,33.855 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,مستشفى شمال بريدة العام – North Buraidah General Hospital                  ,"حكومي, صحي",251338687.0,06-08-2014,05-08-2018,201.299 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,برج تداول – Tadawul Tower                  ,"تجاري, حكومي",1400000000.0,,21-11-2016,"5,166 مترمربع","منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,برج هيئة السوق المالية – Capital Market Authority (CMA) Tower – KAFD...                  ,"تجاري, حكومي",,,24-11-2016,185000 متر مربع (المساحة المكتبية),"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,متحف البيئة الحضرية – Museum of the built environment – KAFD                  ,"ترفيهي/سياحي, تعليمي, حكومي",,,31-12-2017,"106,680 م2","منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,سوق الخضار المركزي ببريده – Buraidah Central Vegetable Market                  ,حكومي,148000000.0,,,229000 مترمربع,"منطقة القصيم, بريدة",تحت الإنشاء
 حكومي,1436611825301,461,القطار الأحادي المعلق – Monorail – KAFD                  ,"البنية التحتية, ترفيهي/سياحي, حكومي",937500000.0,01-01-2011,31-12-2016,3.6 كلم,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,برج مستشفى الملك فهد التخصصي ببريدة – KFSHB Tower                  ,"حكومي, صحي",79050159.0,01-07-2009,01-01-2014,15.000 مترمربع,"منطقة القصيم, بريدة",مكتمل
 حكومي,1436611825301,461,مبني العمادات المساندة بجامعة القصيم  – Deanship of Support Qa...                  ,"تعليمي, حكومي",123000000.0,12-10-2014,12-10-2017,,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,البنية الأساسية للموقع العام لكليات الطالبات ببريدة ...                  ,"البنية التحتية, حكومي",94921630.0,01-09-2013,18-02-2016,60.100 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,مجمع الكليات الصحية للطالبات بجامعة القصيم – Health colle...                  ,"تعليمي, حكومي, صحي",349492173.0,25-10-2011,25-10-2013,50.000 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,إسكان أعضاء هيئة التدريس بجامعة القصيم – Establish faculty ho...                  ,"حكومي, سكني",681673752.0,02-07-2011,02-07-2014,640.000 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,مستشفى الملك عبدالله التخصصي للأطفال جدة – King Abdullah Sp...                  ,"حكومي, صحي",,01-09-2014,30-08-2017,1.075.982 lمترمربع,"منطقة مكة المكرمة, جدة",متأخر
 حكومي,1436611825301,461,إسكان الحرس الوطني بالمدينة المنورة – National Guard Housing Ma...                  ,"حكومي, سكني",1523418000.0,05-09-2012,,1.283.948 متر مربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,مجمع الكليات الصحية للطلاب بجامعة القصيم – College of Healt...                  ,"تعليمي, حكومي, صحي",529680608.0,24-10-2011,14-03-2014,96.000 متر مربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,المستشفى القصيم الجامعي – Al Qassim University Hospital                  ,"تعليمي, حكومي, صحي",442484484.0,26-10-2011,08-04-2015,48.000 مترمربع,"منطقة القصيم, بريدة",متأخر
 حكومي,1436611825301,461,بوابات جامعة الملك سعود – Gates of King Saud University                  ,حكومي,,,,,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,مستشفى الملك فيصل التخصصي و مركز الابحاث جدة – King Faisa...                  ,"حكومي, علمي, صحي",1770420638.0,01-09-2013,,21527820.83,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 حكومي,1436611825301,461,الضاحية السكنية بخليج سلمان – Salman Housing                  ,"البنية التحتية, حكومي, سكني",,22-06-2011,01-04-2020,3 مليون م2,"منطقة مكة المكرمة, جدة",تحت الإنشاء
 حكومي,1436611825301,461,مركز المؤتمرات في الجامعة الأسلامية -Islamic University Conference Ce...                  ,"تعليمي, حكومي",120000000.0,01-06-2012,,2000 متر مربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,مدينة الملك عبدالله الرياضية – King Abdullah Sports City                  ,"حكومي, رياضي",1900000000.0,01-03-2013,01-04-2014,"3,000,000 مترمربع","منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,بحيرة مدن في الدمام – Dammam lake – MODON                  ,"ترفيهي/سياحي, حكومي",129000000.0,01-01-2013,15-01-2014,400000 متر مربع,"المنطقة الشرقية, الدمام",مكتمل
 حكومي,1436611825301,461,قطار سار – SAR Railway                  ,"البنية التحتية, حكومي",12000000000.0,,26-02-2017,1250 كيلو متر,"وعد الشمال, منطقة القصيم, منطقة الجوف, منطقة الحدود الشمالية, منطقة الرياض, منطقة حائل, مدينة سدير للصناعة والأعمال, المجمعة, الرياض, بريدة, حائل, عرعر",مكتمل
 حكومي,1436611825301,461,نفق تقاطع طريق الامير سعد بن عبدالرحمن الأول مع شارع ال...                  ,"البنية التحتية, حكومي",,12-07-2012,21-02-2016,,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,المدينة الطبية بجامعة طيبة -Medical City of Taibah University                  ,"تعليمي, حكومي, صحي",1000000000.0,16-06-2013,,1630000 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,المركز الفرعي الشرقي بالرياض – Riyadh East Sub-Center                  ,"البنية التحتية, حكومي",30000000000.0,01-01-2012,31-12-2027,7.5 مليون متر مربع,"منطقة الرياض, الرياض",المشاريع المقترحة
 حكومي,1436611825301,461,محطة مترو الرياض الغربية – ARRIYADH METRO WESTERN STATION                  ,"البنية التحتية, حكومي",,29-05-2015,31-12-2018,"12,500 مترمربع","منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,محطة أس تي سي – STC Metro Station                  ,"البنية التحتية, حكومي",562500000.0,03-04-2014,31-12-2019,"11,000 مترمربع","منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,محطة قصر الحكم – The Qasr Al Hokm Downtown Metro Station                  ,"البنية التحتية, حكومي",,01-01-2014,31-12-2017,19.600 مترمربع,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,محطة مركز الملك عبدالله المالي – King Abdullah Financial District Me...                  ,"البنية التحتية, حكومي",,01-01-2014,31-12-2018,"20,434 مترمربع","منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,قطار الرياض – Riyadh Metro                  ,"البنية التحتية, حكومي",89701000000.0,01-01-2014,31-12-2018,176 كيلومتر,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,حافلات الرياض – Riyadh Bus                  ,"البنية التحتية, حكومي",,19-11-2014,31-12-2018,1204 كيلو متر,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,مشروع الملك عبدالعزيز للنقل العام بمدينة الرياض – Kin...                  ,"البنية التحتية, حكومي",84000000000.0,03-08-2013,31-12-2018,1377 كيلومتر,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,مجمع الملك عبدالله الطبي تبوك – King Abdullah Medical Complex in Tabu...                  ,"حكومي, صحي",1737000000.0,,,,"منطقة تبوك, تبوك",تحت الإنشاء
 حكومي,1436611825301,461,مستشفى تبوك الجامعي – Tabuk University Hospital                  ,"تعليمي, حكومي, صحي",400256424.0,31-03-2012,08-02-2018,140000 م2,"منطقة تبوك, تبوك",متأخر
 حكومي,1436611825301,461,مشروع تطوير طريق أبي بكر الصديق (المرحلة الأولى والثان�...                  ,"البنية التحتية, حكومي",,,,12 كم.,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,مركز الملك عبدالله للأورام وأمراض الكبد – King Abdullah Cent...                  ,"حكومي, صحي",1028497607.0,20-02-2011,09-04-2017,19.210 مترمربع,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,التأهيل البيئي لوادي العقيق – Wadi Al Aqeeq Rehabilitation                  ,"البنية التحتية, حكومي",1700000000.0,01-07-2015,,,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,مقر نادي احد – Ohod Club                  ,"حكومي, رياضي",80000000.0,01-05-2011,02-03-2017,145.000 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",مكتمل
 حكومي,1436611825301,461,محطة قطار الحرمين المدينة المنورة – Haramain High-speed Railway M...                  ,"البنية التحتية, حكومي",1545822769.0,02-09-2011,31-12-2015,147000 م2,"منطقة المدينة المنورة, المدينة المنورة",مكتمل
 حكومي,1436611825301,461,برج المعرفة – مقر مدينة الملك عبدالعزيز للعلوم والت�...                  ,حكومي,500000000.0,01-01-2014,21-03-2016,,"منطقة الرياض, الرياض",متأخر
 حكومي,1436611825301,461,مبنى أمانة منطقة حائل – Hail Municipality Headquarters                  ,حكومي,97700000.0,30-03-2014,14-03-2017,57775 مترمربع,"منطقة حائل, حائل",متأخر
 حكومي,1436611825301,461,مستشفى حائل الجامعي – University Hospital in Hail                  ,"تعليمي, حكومي, صحي",,15-02-2012,19-08-2015,541.325 مترمربع,"منطقة حائل, حائل",متأخر
 حكومي,1436611825301,461,مستشفى الملك سلمان التخصصي – King Salman Specialist Hospital                  ,"حكومي, صحي",240000000.0,09-10-2014,22-10-2017,,"منطقة حائل, حائل",متأخر
 حكومي,1436611825301,461,النادي الأدبي الثقافي -Literary Club of Hail                  ,"حكومي, ديني/خيري, علمي",23500000.0,,12-04-2016,"10,000 مترمربع","منطقة حائل, حائل",مكتمل
 حكومي,1436611825301,461,مستشفى حائل العام – Hail General Hospital                  ,"حكومي, صحي",301478802.0,03-12-2011,20-05-2015,"245,000 متر مربع","منطقة حائل, حائل",متعثر
 حكومي,1436611825301,461,مركز الأمير سلطان الحضاري – Prince Sultan Cultural Center                  ,"البنية التحتية, حكومي",6000000000.0,10-01-2010,,"2,000,000","منطقة مكة المكرمة, جدة",تحت الإنشاء
 حكومي,1436611825301,461,واجهة جدة البحرية – Jeddah Waterfront – JW                  ,"ترفيهي/سياحي, حكومي",796984811.0,01-07-2015,25-08-2017,727281 مترمربع,"منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,تطوير حي الطريف التاريخي – The Atturaif Development                  ,"ترفيهي/سياحي, حكومي, علمي",394000000.0,01-05-2011,31-08-2017,234.717 مترمربع,"منطقة الرياض, الدرعية",متأخر
 حكومي,1436611825301,461,تطوير حي البجيري – Development of Al-Bujairi neighborhood                  ,"ترفيهي/سياحي, حكومي",,20-07-2010,09-04-2015,1.6 كم,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,تطوير وسط الرياض – Developing the Center of Riyadh                  ,"البنية التحتية, حكومي",,,,15 كم2,"منطقة الرياض, الرياض",معلن عنه
 حكومي,1436611825301,461,المخطط العيني بالمدينة المنورة – MADINAH Infrastructure                  ,"البنية التحتية, حكومي",6200000000.0,10-04-2014,31-05-2016,25.000.000 متر مربع,"منطقة المدينة المنورة, المدينة المنورة",متأخر
 حكومي,1436611825301,461,أوقاف جامعة الملك سعود – King Saud University – Awqaf                  ,"تجاري, ترفيهي/سياحي, تعليمي, حكومي, سكني, علمي, صحي",,,,720000 م2,"منطقة الرياض, الرياض",تحت الإنشاء
 حكومي,1436611825301,461,إسكان المدينة المنورة – Housing in Madinah                  ,"البنية التحتية, حكومي, سكني",182000000.0,01-10-2013,,1.600.270م2,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,اسكان الطائف – Taif Housing                  ,"البنية التحتية, حكومي, سكني",,,,"12,000,000 مترمربع","منطقة مكة المكرمة, الطائف",معلن عنه
 حكومي,1436611825301,461,حراج ابن قاسم الجديد                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي",,,01-06-2015,300 ألف م2,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مستشفى المدينة المنورة التخصصي – Madinah Specialized Hospital                  ,"البنية التحتية, حكومي, ديني/خيري, صحي",450884874.0,01-05-2009,07-05-2014,"180,000 مترمربع","منطقة المدينة المنورة, المدينة المنورة",متأخر
 حكومي,1436611825301,461,مستشفى الميقات العام – Meeqat General Hospital                  ,"البنية التحتية, حكومي, ديني/خيري, سكني, صحي",416000000.0,17-06-2012,01-06-2016,64500 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",متأخر
 حكومي,1436611825301,461,وادي مكة للتقنية – Wadi Makkah                  ,"حكومي, علمي",4000000000.0,20-09-2014,20-09-2024,400000 مترمربع,"مكة المكرمة, منطقة مكة المكرمة",تحت الإنشاء
 حكومي,1436611825301,461,منتزه الملك سلمان البري بالرياض – King Salman Park in Riyadh                  ,"البنية التحتية, ترفيهي/سياحي, حكومي",,03-01-2010,10-03-2016,٣٤٠٠٠٠٠ م٢,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,مركز الملك سلمان الدولي للمؤتمرات – King Salman International Con...                  ,حكومي,880000000.0,01-05-2015,26-09-2018,"91,000 مترمربع","منطقة المدينة المنورة, المدينة المنورة",مكتمل
 حكومي,1436611825301,461,دار الهجرة – DAR AL HIJJRA                  ,"فندقي, البنية التحتية, ترفيهي/سياحي, تعليمي, حكومي, صحي",55000000000.0,22-07-2014,22-07-2017,1.600.000 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",متأخر
 حكومي,1436611825301,461,بوابة مكة – Makkah Gate                  ,"البنية التحتية, ترفيهي/سياحي, تعليمي, حكومي, سكني, صحي",,05-03-2011,,"83,000,000 مترمربع","مكة المكرمة, منطقة مكة المكرمة",معلن عنه
 حكومي,1436611825301,461,جسر طريق العروبة مع التخصصي – Al-Orouba Road AlTakhassusi Road Bridge...                  ,"البنية التحتية, حكومي",70000000.0,20-03-2013,21-05-2017,"1,750","منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,الدائري الثاني لمدينة الرياض – Second Ring Riyadh                  ,"البنية التحتية, حكومي",,,,107 كيلومتر,"منطقة الرياض, الرياض",معلن عنه
 حكومي,1436611825301,461,فندق ميلينيوم تبوك – Millennium Tabuk Hotel                  ,"فندقي, حكومي",430000000.0,22-11-2011,28-12-2017,51.000 مترمربع,"منطقة تبوك, تبوك",متأخر
 حكومي,1436611825301,461,مدينة المعرفة الاقتصادية – Knowledge Economic City                  ,"فندقي, البنية التحتية, تجاري, ترفيهي/سياحي, تعليمي, حكومي, ديني/خيري, سكني, صحي",25000000000.0,15-04-2009,15-04-2024,4800000 مترمربع,"منطقة المدينة المنورة, المدينة المنورة",تحت الإنشاء
 حكومي,1436611825301,461,تطوير الكورنيش الشمالي في الخبر – Developing the North Corniche in...                  ,"ترفيهي/سياحي, حكومي",230000000.0,01-08-2010,05-08-2017,4 كيلو متر,"المنطقة الشرقية, الخبر",متأخر
 حكومي,1436611825301,461,إسكان المجمعة – Al Majmaa Housing                  ,"حكومي, سكني",,,,٥٢٥٠٠٠ مترمربع,"منطقة الرياض, المجمعة",تحت الإنشاء
 حكومي,1436611825301,461,مركز التراث العمراني بالدرعية – Archaeology Centre of Al-Dir’i...                  ,"ترفيهي/سياحي, تعليمي, حكومي",,,,٤٠٠٠ مترمربع,"منطقة الرياض, الدرعية",معلن عنه
 حكومي,1436611825301,461,المدينة الهجومية بالحرس الوطني – Building of Combat Training City...                  ,"حكومي, سكني",,,,78000 مترمربع,"منطقة الرياض, الرياض",مكتمل
 حكومي,1436611825301,461,برج خزان المياه بتبوك – Water Tower Tabuk                  ,"البنية التحتية, تجاري, ترفيهي/سياحي, حكومي",49987907.0,22-02-2003,01-04-2011,65.000م²,"منطقة تبوك, تبوك",مكتمل
 حكومي,1436611825301,461,مبنى أمانة محافظة جدة – Jeddah Municipality Headquarter                  ,حكومي,246195384.0,01-02-2002,01-08-2005,"25,000 مترمربع","منطقة مكة المكرمة, جدة",مكتمل
 حكومي,1436611825301,461,طريق مكة المكرمة – جدة المباشر – Jeddah – Makkah direct Ro...                  ,"البنية التحتية, حكومي",814407216.0,01-01-2014,,72 كلم,"مكة المكرمة, منطقة مكة المكرمة, جدة",تحت الإنشاء
 حكومي,1436611825301,461,طريق الدائري الثاني بجدة – Second Ring Road Jeddah                  ,"البنية التحتية, حكومي",9050000000.0,01-01-2009,,103 كم,"منطقة مكة المكرمة, جدة",تحت الإنشاء
